crawl_run_id,target_id,category,item_id,item_description,item_count,selector_or_xpath_available,raw_json_path
WVRUN_001,WV_COURSE_C015,alert,legend_missing,Fieldset missing legend,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,alert,heading_possible,Possible heading,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,alert,link_internal_broken,Broken same-page link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,alert,title_redundant,Redundant title text,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,feature,alt,Alternative text,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,feature,alt_link,Linked image with alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,h2,Heading level 2,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,ol,Ordered list,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,ul,Unordered list,22,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,nav,Navigation,16,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,structure,aside,Aside,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,aria,aria,ARIA,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,aria,aria_label,ARIA label,19,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,aria,aria_tabindex,ARIA tabindex,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,aria,aria_hidden,ARIA hidden,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,aria,aria_expanded,ARIA expanded,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C015,aria,aria_haspopup,ARIA popup,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C015.json
WVRUN_001,WV_COURSE_C016,error,label_multiple,Multiple form labels,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,contrast,contrast,Very low contrast,9,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,alert,legend_missing,Fieldset missing legend,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,alert,heading_possible,Possible heading,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,alert,link_internal_broken,Broken same-page link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,alert,link_suspicious,Suspicious link text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,alert,title_redundant,Redundant title text,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,feature,alt,Alternative text,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,feature,alt_link,Linked image with alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,h2,Heading level 2,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,ol,Ordered list,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,ul,Unordered list,22,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,nav,Navigation,16,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,structure,aside,Aside,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,aria,aria,ARIA,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,aria,aria_label,ARIA label,19,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,aria,aria_tabindex,ARIA tabindex,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,aria,aria_hidden,ARIA hidden,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,aria,aria_expanded,ARIA expanded,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C016,aria,aria_haspopup,ARIA popup,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C016.json
WVRUN_001,WV_COURSE_C017,error,label_missing,Missing form label,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,contrast,contrast,Very low contrast,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,alert,heading_skipped,Skipped heading level,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,alert,table_caption_possible,Possible table caption,10,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,alert,link_internal_broken,Broken same-page link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,alert,link_redundant,Redundant link,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,alert,link_pdf,Link to PDF document,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,alert,noscript,Noscript element,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,alert,title_redundant,Redundant title text,17,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,feature,alt,Alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,feature,alt_link,Linked image with alternative text,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,feature,label,Form label,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,table_data,Data table,16,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,th,Table header cell,82,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,h2,Heading level 2,12,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,h3,Heading level 3,10,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,ol,Ordered list,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,ul,Unordered list,33,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,nav,Navigation,13,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,aria,aria,ARIA,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,aria,aria_label,ARIA label,15,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,aria,aria_tabindex,ARIA tabindex,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,aria,aria_button,ARIA button,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,aria,aria_hidden,ARIA hidden,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C017,aria,aria_expanded,ARIA expanded,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C017.json
WVRUN_001,WV_COURSE_C018,error,label_missing,Missing form label,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,contrast,contrast,Very low contrast,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,alert,heading_skipped,Skipped heading level,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,alert,table_caption_possible,Possible table caption,22,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,alert,link_internal_broken,Broken same-page link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,alert,link_redundant,Redundant link,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,alert,link_pdf,Link to PDF document,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,alert,noscript,Noscript element,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,alert,title_redundant,Redundant title text,17,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,feature,alt,Alternative text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,feature,alt_link,Linked image with alternative text,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,feature,label,Form label,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,table_data,Data table,47,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,th,Table header cell,260,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,h2,Heading level 2,12,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,h3,Heading level 3,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,ol,Ordered list,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,ul,Unordered list,35,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,nav,Navigation,13,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,aria,aria,ARIA,9,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,aria,aria_label,ARIA label,15,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,aria,aria_tabindex,ARIA tabindex,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,aria,aria_button,ARIA button,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,aria,aria_hidden,ARIA hidden,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C018,aria,aria_expanded,ARIA expanded,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C018.json
WVRUN_001,WV_COURSE_C019,error,button_empty,Empty button,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,error,aria_menu_broken,Broken ARIA menu,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,contrast,contrast,Very low contrast,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,label_orphaned,Orphaned form label,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,legend_missing,Fieldset missing legend,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,label_title,Unlabeled form control with title,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,link_internal_broken,Broken same-page link,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,link_redundant,Redundant link,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,link_pdf,Link to PDF document,17,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,title_redundant,Redundant title text,122,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,alert,youtube_video,YouTube video,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,feature,alt,Alternative text,15,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,feature,alt_link,Linked image with alternative text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,h2,Heading level 2,11,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,ol,Ordered list,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,ul,Unordered list,51,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,iframe,Inline frame,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,nav,Navigation,13,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,structure,aside,Aside,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,aria,aria,ARIA,35,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,aria,aria_label,ARIA label,44,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,aria,aria_tabindex,ARIA tabindex,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,aria,aria_hidden,ARIA hidden,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,aria,aria_expanded,ARIA expanded,36,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C019,aria,aria_haspopup,ARIA popup,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C019.json
WVRUN_001,WV_COURSE_C020,error,button_empty,Empty button,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,error,aria_menu_broken,Broken ARIA menu,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,contrast,contrast,Very low contrast,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,label_orphaned,Orphaned form label,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,legend_missing,Fieldset missing legend,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,label_title,Unlabeled form control with title,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,link_internal_broken,Broken same-page link,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,link_redundant,Redundant link,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,link_pdf,Link to PDF document,17,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,title_redundant,Redundant title text,122,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,alert,youtube_video,YouTube video,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,feature,alt,Alternative text,15,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,feature,alt_link,Linked image with alternative text,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,h1,Heading level 1,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,h2,Heading level 2,10,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,ol,Ordered list,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,ul,Unordered list,51,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,iframe,Inline frame,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,nav,Navigation,13,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,footer,Footer,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,structure,aside,Aside,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,aria,aria,ARIA,34,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,aria,aria_label,ARIA label,43,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,aria,aria_tabindex,ARIA tabindex,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,aria,aria_live_region,ARIA alert or live region,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,aria,aria_hidden,ARIA hidden,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,aria,aria_expanded,ARIA expanded,35,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C020,aria,aria_haspopup,ARIA popup,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C020.json
WVRUN_001,WV_COURSE_C021,error,button_empty,Empty button,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,error,link_empty,Empty link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,contrast,contrast,Very low contrast,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,alert,heading_skipped,Skipped heading level,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,alert,link_redundant,Redundant link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,alert,accesskey,Accesskey,6,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,alert,text_small,Very small text,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,alert,title_redundant,Redundant title text,14,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,alert,table_layout,Layout table,14,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,feature,alt,Alternative text,7,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,feature,alt_link,Linked image with alternative text,12,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,feature,figure,Figure,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,feature,label,Form label,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,feature,link_skip,Skip link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,feature,link_skip_target,Skip link target,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,feature,lang,Language,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,table_data,Data table,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,th,Table header cell,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,h1,Heading level 1,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,h2,Heading level 2,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,h3,Heading level 3,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,h4,Heading level 4,4,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,ol,Ordered list,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,ul,Unordered list,12,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,header,Header,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,nav,Navigation,5,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,search,Search,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,main,Main content,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,footer,Footer,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,structure,aside,Aside,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,aria,aria,ARIA,3,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,aria,aria_label,ARIA label,77,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,aria,aria_button,ARIA button,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C021,aria,aria_hidden,ARIA hidden,41,True,wave/data/raw/WVRUN_001/WV_COURSE_C021.json
WVRUN_001,WV_COURSE_C022,error,button_empty,Empty button,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C022.json
WVRUN_001,WV_COURSE_C022,error,link_empty,Empty link,1,True,wave/data/raw/WVRUN_001/WV_COURSE_C022.json
WVRUN_001,WV_COURSE_C022,contrast,contrast,Very low contrast,8,True,wave/data/raw/WVRUN_001/WV_COURSE_C022.json
WVRUN_001,WV_COURSE_C022,alert,heading_skipped,Skipped heading level,2,True,wave/data/raw/WVRUN_001/WV_COURSE_C022.json
